Date,Open,High,Low,Close,Adj Close,Volume
2019-08-08,123.8499984741211,125.69999694824219,123.69999694824219,125.29000091552734,118.80506896972656,2976100
2019-08-09,125.58000183105469,126.73999786376953,124.72000122070312,126.16999816894531,119.6395263671875,2138300
2019-08-12,124.98999786376953,125.70999908447266,123.80000305175781,123.94999694824219,117.53443145751953,2918000
2019-08-13,123.86000061035156,126.5,122.51000213623047,126.31999969482422,119.78175354003906,3175700
2019-08-14,124.3499984741211,125.33000183105469,122.12999725341797,122.6500015258789,116.30171966552734,5626300
2019-08-15,122.6500015258789,123.0,121.13999938964844,122.37999725341797,116.04568481445312,3031700
2019-08-16,123.5,124.75,122.69000244140625,124.62999725341797,118.17924499511719,2343400
2019-08-19,126.0999984741211,126.1500015258789,124.33999633789062,124.4000015258789,117.9611587524414,3286700
2019-08-20,123.62999725341797,123.77999877929688,121.33999633789062,121.41999816894531,115.13539123535156,3641600
2019-08-21,122.5,123.05999755859375,121.98999786376953,122.5,116.15946960449219,2948300
2019-08-22,123.30999755859375,123.70999908447266,121.7699966430664,122.2699966430664,115.94139099121094,2322100
2019-08-23,122.0,122.05000305175781,117.05999755859375,117.76000213623047,111.66482543945312,4800400
2019-08-26,118.33000183105469,118.94000244140625,117.37999725341797,118.52999877929688,112.39497375488281,3170600
2019-08-27,119.08999633789062,119.33999633789062,116.8499984741211,117.75,111.65535736083984,3145800
2019-08-28,117.02999877929688,119.30999755859375,116.97000122070312,119.08999633789062,112.92598724365234,2327400
2019-08-29,120.45999908447266,121.19999694824219,119.95999908447266,120.73999786376953,114.49059295654297,1901300
2019-08-30,121.47000122070312,121.66000366210938,119.81999969482422,120.37000274658203,114.13973236083984,2366200
2019-09-03,119.86000061035156,120.27999877929688,117.5199966430664,117.5999984741211,111.51310729980469,3198700
2019-09-04,118.41999816894531,118.7300033569336,117.80000305175781,118.4000015258789,112.27171325683594,3746900
2019-09-05,119.5,121.62999725341797,119.5,120.66999816894531,114.42420959472656,5261100
2019-09-06,121.13999938964844,121.19000244140625,120.0,120.19000244140625,113.96905517578125,4552400
2019-09-09,121.20999908447266,121.41000366210938,119.5199966430664,119.91999816894531,113.71302795410156,5336000
2019-09-10,119.5999984741211,119.61000061035156,116.30000305175781,117.30999755859375,111.23811340332031,6196100
2019-09-11,117.12000274658203,118.0999984741211,116.75,118.0,111.89241790771484,3674400
2019-09-12,119.0,120.43000030517578,118.77999877929688,119.0199966430664,112.85961151123047,3733500
2019-09-13,119.23999786376953,119.97000122070312,118.29000091552734,119.19999694824219,113.03028869628906,3941100
2019-09-16,118.13999938964844,118.44000244140625,116.68000030517578,117.63999938964844,111.55104064941406,4280600
2019-09-17,117.9000015258789,119.12999725341797,117.5,119.05000305175781,112.88806915283203,3054700
2019-09-18,118.58999633789062,118.80000305175781,117.47000122070312,118.73999786376953,112.5940933227539,2844500
2019-09-19,118.61000061035156,119.5199966430664,117.5999984741211,117.79000091552734,111.69328308105469,1975800
2019-09-20,117.83000183105469,118.23999786376953,116.37000274658203,116.80000305175781,110.75453186035156,5301500
2019-09-23,116.36000061035156,118.41999816894531,116.0999984741211,118.23999786376953,112.11997985839844,5089400
2019-09-24,118.88999938964844,120.19999694824219,117.5199966430664,118.16999816894531,112.0536117553711,5128400
2019-09-25,117.86000061035156,119.44000244140625,117.05999755859375,119.12000274658203,112.9544448852539,2742900
2019-09-26,119.30999755859375,120.02999877929688,118.83999633789062,118.91000366210938,112.75532531738281,3411200
2019-09-27,119.12999725341797,119.62000274658203,117.9800033569336,118.58999633789062,112.45186614990234,2909200
2019-09-30,119.05000305175781,119.23999786376953,118.13999938964844,118.27999877929688,112.15791320800781,2345800
2019-10-01,118.69999694824219,119.5,116.61000061035156,116.69999694824219,110.65968322753906,2841300
2019-10-02,115.76000213623047,115.80999755859375,112.75,112.86000061035156,107.0184555053711,4908800
2019-10-03,112.19999694824219,112.95999908447266,111.05999755859375,112.55000305175781,107.13265991210938,3529300
2019-10-04,112.66000366210938,114.52999877929688,112.5999984741211,114.41000366210938,108.90314483642578,2728200
2019-10-07,113.91000366210938,114.6500015258789,113.5999984741211,113.6500015258789,108.17974090576172,2556000
2019-10-08,112.83000183105469,113.6500015258789,112.05000305175781,112.54000091552734,107.1231689453125,3757300
2019-10-09,113.25,114.7699966430664,113.2300033569336,113.91999816894531,108.4367446899414,2365600
2019-10-10,114.80999755859375,115.79000091552734,113.93000030517578,115.0199966430664,109.48377990722656,2384300
2019-10-11,116.73999786376953,117.56999969482422,116.19000244140625,116.4000015258789,110.79735565185547,2860400
2019-10-14,116.13999938964844,117.0,115.94000244140625,116.38999938964844,110.78784942626953,1864400
2019-10-15,117.02999877929688,118.19000244140625,116.7300033569336,117.58999633789062,111.93009948730469,2379700
2019-10-16,117.62999725341797,117.98999786376953,117.06999969482422,117.41000366210938,111.75875854492188,2136700
2019-10-17,118.01000213623047,119.33000183105469,117.95999908447266,119.0999984741211,113.36740112304688,3005500
2019-10-18,119.7300033569336,119.9800033569336,116.66999816894531,116.76000213623047,111.14002227783203,6188500
2019-10-21,117.55000305175781,119.37999725341797,117.48999786376953,119.05000305175781,113.3198013305664,4259500
2019-10-22,118.66999816894531,119.3499984741211,118.29000091552734,118.61000061035156,112.90099334716797,3912100
2019-10-23,118.41999816894531,119.2300033569336,115.51000213623047,116.48999786376953,110.8830337524414,3921100
2019-10-24,116.44000244140625,116.9000015258789,116.13999938964844,116.41000366210938,110.80689239501953,2551300
2019-10-25,116.36000061035156,118.51000213623047,116.2699966430664,118.26000213623047,112.56783294677734,2325000
2019-10-28,118.63999938964844,119.30000305175781,118.06999969482422,118.58000183105469,112.8724365234375,2552700
2019-10-29,118.08999633789062,118.83000183105469,117.08000183105469,117.41999816894531,111.76828002929688,2756300
2019-10-30,117.44000244140625,118.16999816894531,116.86000061035156,118.06999969482422,112.38697814941406,2264400
2019-10-31,117.79000091552734,118.20999908447266,116.88999938964844,117.27999877929688,111.635009765625,2507400
2019-11-01,118.41000366210938,119.44999694824219,118.16999816894531,119.13999938964844,113.40547943115234,2036600
2019-11-04,119.62000274658203,120.5,119.01000213623047,119.62000274658203,113.86238861083984,1956400
2019-11-05,119.83999633789062,119.95999908447266,117.76000213623047,118.7699966430664,113.05328369140625,2630000
2019-11-06,118.88999938964844,119.72000122070312,118.88999938964844,119.69000244140625,113.92900085449219,2420700
2019-11-07,120.2699966430664,122.43000030517578,120.0999984741211,121.27999877929688,115.44247436523438,2845000
2019-11-08,121.01000213623047,121.80999755859375,120.88999938964844,121.47000122070312,115.62332916259766,1984600
2019-11-11,120.76000213623047,121.80999755859375,120.51000213623047,120.9000015258789,115.08076477050781,1704100
2019-11-12,120.87000274658203,121.2300033569336,120.41000366210938,120.88999938964844,115.07124328613281,2012400
2019-11-13,120.2699966430664,120.97000122070312,120.12999725341797,120.26000213623047,114.47156524658203,1807900
2019-11-14,120.0,120.9800033569336,119.80000305175781,120.93000030517578,115.10932159423828,1990600
2019-11-15,120.9800033569336,121.33000183105469,120.38999938964844,120.76000213623047,114.94750213623047,2341500
2019-11-18,120.55999755859375,120.8499984741211,119.4000015258789,119.66000366210938,113.90045928955078,2617900
2019-11-19,120.01000213623047,120.44999694824219,119.86000061035156,120.0,114.22408294677734,1891000
2019-11-20,119.83000183105469,120.2300033569336,118.93000030517578,119.30000305175781,113.55776977539062,2544100
2019-11-21,119.29000091552734,119.47000122070312,118.48999786376953,118.80000305175781,113.08184814453125,2783800
2019-11-22,119.20999908447266,119.29000091552734,118.41000366210938,119.05999755859375,113.32931518554688,1629700
2019-11-25,119.13999938964844,120.5999984741211,119.13999938964844,120.5999984741211,114.79519653320312,2285400
2019-11-26,120.91000366210938,121.04000091552734,119.5999984741211,119.79000091552734,114.02420806884766,4596200
2019-11-27,120.0,120.36000061035156,119.3499984741211,120.33000183105469,114.53820037841797,2629700
2019-11-29,120.06999969482422,120.88999938964844,119.77999877929688,120.12000274658203,114.33832550048828,1961500
2019-12-02,120.30999755859375,120.36000061035156,117.06999969482422,117.26000213623047,111.61595153808594,5538200
2019-12-03,116.04000091552734,116.75,114.6500015258789,116.56999969482422,110.95918273925781,3792300
2019-12-04,117.30999755859375,118.54000091552734,117.0,117.94000244140625,112.26324462890625,2444100
2019-12-05,117.91000366210938,118.43000030517578,117.58999633789062,118.27999877929688,112.58686828613281,3128300
2019-12-06,120.20999908447266,121.44000244140625,119.91000366210938,120.61000061035156,114.80473327636719,3287600
2019-12-09,120.44000244140625,121.52999877929688,120.11000061035156,120.45999908447266,114.66194915771484,2885200
2019-12-10,120.44999694824219,121.47000122070312,120.02999877929688,120.9000015258789,115.08076477050781,2518200
2019-12-11,120.87999725341797,121.37999725341797,120.0999984741211,120.63999938964844,114.8332748413086,2015300
2019-12-12,120.5999984741211,123.06999969482422,120.05000305175781,122.63999938964844,116.73700714111328,2933800
2019-12-13,122.47000122070312,124.98999786376953,122.08000183105469,124.72000122070312,118.7168960571289,3919000
2019-12-16,125.6500015258789,126.33000183105469,123.33999633789062,123.68000030517578,117.72695922851562,3416100
2019-12-17,123.98999786376953,125.4000015258789,123.25,124.94999694824219,118.93582153320312,4325200
2019-12-18,125.02999877929688,125.06999969482422,124.08000183105469,124.26000213623047,118.27904510498047,3154200
2019-12-19,124.18000030517578,124.9000015258789,123.87999725341797,124.83000183105469,118.82160186767578,2543600
2019-12-20,125.86000061035156,126.27999877929688,124.83000183105469,125.7699966430664,119.71636199951172,5828700
2019-12-23,125.73999786376953,125.73999786376953,123.69999694824219,124.48999786376953,118.49796295166016,3031400
2019-12-24,124.94999694824219,125.33000183105469,124.37999725341797,124.73999786376953,118.73593139648438,953500
2019-12-26,124.9800033569336,125.44000244140625,124.52999877929688,125.41000366210938,119.37369537353516,1486600
2019-12-27,125.83999633789062,125.97000122070312,125.11000061035156,125.19000244140625,119.1642837524414,1788600
2019-12-30,125.19999694824219,125.45999908447266,124.18000030517578,124.30000305175781,118.3171157836914,2306500
2019-12-31,124.29000091552734,124.56999969482422,123.77999877929688,124.48999786376953,118.49796295166016,2340400
2020-01-02,124.66000366210938,126.2699966430664,124.2300033569336,125.8499984741211,120.20771789550781,2708000
2020-01-03,124.31999969482422,125.0999984741211,123.94000244140625,124.5999984741211,119.01375579833984,2090600
2020-01-06,123.37000274658203,124.16000366210938,123.12000274658203,124.05999755859375,118.49797058105469,2855200
2020-01-07,123.47000122070312,124.4000015258789,123.36000061035156,123.41000366210938,117.87711334228516,2042300
2020-01-08,124.05000305175781,126.36000061035156,123.80000305175781,125.54000091552734,119.91162109375,3458200
2020-01-09,126.48999786376953,127.87999725341797,126.38999938964844,127.80999755859375,122.07984924316406,2787100
2020-01-10,127.58000183105469,128.1699981689453,126.91999816894531,127.27999877929688,121.5736083984375,2789200
2020-01-13,127.83999633789062,128.9499969482422,127.62999725341797,128.5399932861328,122.77711486816406,3285700
2020-01-14,128.6199951171875,130.08999633789062,128.33999633789062,128.8000030517578,123.02545928955078,3836000
2020-01-15,128.69000244140625,129.83999633789062,128.4499969482422,129.82000732421875,123.99972534179688,3187200
2020-01-16,130.5,130.92999267578125,129.7100067138672,130.5500030517578,124.697021484375,2424500
2020-01-17,131.4499969482422,131.86000061035156,130.7899932861328,131.52000427246094,125.62351989746094,3659400
2020-01-21,131.11000061035156,131.82000732421875,130.38999938964844,130.52999877929688,124.67788696289062,3102700
2020-01-22,130.92999267578125,132.27000427246094,130.92999267578125,131.49000549316406,125.59485626220703,2483800
2020-01-23,131.25999450683594,131.57000732421875,130.13999938964844,131.3699951171875,125.48023223876953,3841000
2020-01-24,136.36000061035156,138.1300048828125,133.85000610351562,135.11000061035156,129.0525665283203,8612500
2020-01-27,131.14999389648438,131.97999572753906,128.8699951171875,130.63999938964844,124.782958984375,6432400
2020-01-28,132.0,133.8699951171875,131.13999938964844,132.4499969482422,126.5118179321289,3712700
2020-01-29,132.47999572753906,133.1300048828125,131.44000244140625,131.67999267578125,125.77632141113281,2518400
2020-01-30,130.75,133.3300018310547,130.44000244140625,133.22000122070312,127.24727630615234,2428500
2020-01-31,132.1699981689453,132.25,129.3800048828125,129.8699951171875,124.04747772216797,3522600
2020-02-03,130.5500030517578,132.22000122070312,130.4499969482422,131.0,125.12684631347656,2721900
2020-02-04,132.8800048828125,133.33999633789062,131.72000122070312,131.85000610351562,125.93870544433594,2547500
2020-02-05,133.42999267578125,133.8000030517578,131.2899932861328,133.60000610351562,127.61027526855469,4084500
2020-02-06,134.16000366210938,134.35000610351562,133.11000061035156,133.25,127.27593231201172,1708600
2020-02-07,132.57000732421875,132.75,131.33999633789062,131.82000732421875,125.91006469726562,2885600
2020-02-10,131.61000061035156,132.5,131.35000610351562,132.24000549316406,126.31124114990234,1816500
2020-02-11,133.02999877929688,133.64999389648438,132.32000732421875,132.6300048828125,126.6837387084961,1733300
2020-02-12,133.38999938964844,133.72000122070312,132.52999877929688,133.24000549316406,127.26640319824219,1715400
2020-02-13,133.14999389648438,134.6699981689453,133.05999755859375,134.4600067138672,128.43170166015625,3178300
2020-02-14,134.7100067138672,136.3699951171875,134.52999877929688,135.8699951171875,129.7784881591797,2360300
2020-02-18,135.8699951171875,136.75,134.94000244140625,135.60000610351562,129.52059936523438,2428200
2020-02-19,136.3000030517578,137.4199981689453,136.1199951171875,136.92999267578125,130.79095458984375,1785000
2020-02-20,136.41000366210938,138.0399932861328,134.89999389648438,136.5800018310547,130.4566650390625,2541700
2020-02-21,136.1999969482422,136.27000427246094,133.88999938964844,134.89999389648438,128.8519744873047,3106100
2020-02-24,129.42999267578125,130.9600067138672,127.2300033569336,128.19000244140625,122.44281768798828,6329300
2020-02-25,127.70999908447266,127.98999786376953,119.91000366210938,120.9000015258789,115.47964477539062,7628100
2020-02-26,121.2699966430664,122.43000030517578,118.47000122070312,118.5,113.187255859375,5268000
2020-02-27,115.9000015258789,117.4800033569336,112.77999877929688,112.80999755859375,107.75234985351562,8279800
2020-02-28,109.05000305175781,111.02999877929688,107.0,109.93000030517578,105.00146484375,11362100
2020-03-02,111.11000061035156,113.98999786376953,108.58999633789062,113.87000274658203,108.76482391357422,9851600
2020-03-03,115.0199966430664,116.4000015258789,107.0,108.01000213623047,103.16754913330078,9285000
2020-03-04,110.25,115.79000091552734,109.25,115.69999694824219,110.51277923583984,7470900
2020-03-05,111.62000274658203,112.58999633789062,109.69999694824219,110.94000244140625,105.9661865234375,12060600
2020-03-06,105.7300033569336,108.7699966430664,103.79000091552734,108.23999786376953,103.3872299194336,9897700
2020-03-09,100.87000274658203,101.44000244140625,96.94000244140625,98.29000091552734,93.88334655761719,12266300
2020-03-10,101.93000030517578,103.37000274658203,97.44999694824219,103.30000305175781,98.66871643066406,9793200
2020-03-11,100.30000305175781,100.95999908447266,93.87000274658203,95.37999725341797,91.10379791259766,8822900
2020-03-12,87.66000366210938,89.61000061035156,81.80999755859375,83.52999877929688,79.78507232666016,12206600
2020-03-13,90.37999725341797,100.08000183105469,84.30000305175781,99.5999984741211,95.13459014892578,12680400
2020-03-16,82.44000244140625,93.18000030517578,80.37000274658203,85.87000274658203,82.02015686035156,15072400
2020-03-17,87.61000061035156,88.94000244140625,83.22000122070312,86.58000183105469,82.6983413696289,10512200
2020-03-18,80.0199966430664,81.5199966430664,67.0,73.75,70.44352722167969,14359300
2020-03-19,72.54000091552734,77.88999938964844,69.79000091552734,77.06999969482422,73.61470031738281,12330400
2020-03-20,78.9800033569336,82.44000244140625,72.55999755859375,74.12000274658203,70.79693603515625,12208600
2020-03-23,72.81999969482422,75.41999816894531,68.12000274658203,68.95999908447266,65.86829376220703,8907600
2020-03-24,73.51000213623047,84.7699966430664,71.69999694824219,84.05000305175781,80.28174591064453,10593900
2020-03-25,87.61000061035156,96.45999908447266,85.31999969482422,90.16999816894531,86.12735748291016,11046500
2020-03-26,92.23999786376953,99.69000244140625,90.83999633789062,93.29000091552734,89.10747528076172,9459400
2020-03-27,87.94000244140625,91.97000122070312,85.81999969482422,88.7300033569336,84.751953125,6999800
2020-03-30,88.51000213623047,91.38999938964844,85.2699966430664,90.2699966430664,86.22290802001953,5565000
2020-03-31,89.94000244140625,90.9000015258789,85.06999969482422,85.61000061035156,81.77181243896484,6075900
2020-04-01,80.6500015258789,81.30999755859375,77.0,77.83999633789062,74.35017395019531,8313400
2020-04-02,77.05999755859375,79.12000274658203,75.83000183105469,76.66000366210938,73.62981414794922,8338100
2020-04-03,76.0,76.66000366210938,72.61000061035156,73.5999984741211,70.69076538085938,10023100
2020-04-06,80.22000122070312,84.25,78.73999786376953,83.87000274658203,80.55482482910156,11253000
2020-04-07,91.43000030517578,93.30000305175781,87.41999816894531,87.58000183105469,84.11817932128906,8693200
2020-04-08,89.20999908447266,93.0,88.12000274658203,92.08000183105469,88.4403076171875,6122800
2020-04-09,94.58999633789062,97.8499984741211,93.45999908447266,94.81999969482422,91.07199096679688,6902500
2020-04-13,93.29000091552734,93.41999816894531,87.94000244140625,90.33000183105469,86.75948333740234,5037700
2020-04-14,91.45999908447266,92.5,85.91000366210938,88.38999938964844,84.89614868164062,8703200
2020-04-15,83.43000030517578,85.4000015258789,80.68000030517578,83.79000091552734,80.47798156738281,10415600
2020-04-16,83.79000091552734,83.94000244140625,80.33000183105469,81.3499984741211,78.13443756103516,7526600
2020-04-17,85.31999969482422,87.38999938964844,84.27999877929688,87.38999938964844,83.9356918334961,8269000
2020-04-20,84.58999633789062,85.2699966430664,82.69000244140625,84.01000213623047,80.68927764892578,6140400
2020-04-21,80.7300033569336,82.45999908447266,79.47000122070312,81.5199966430664,78.2977066040039,7360300
2020-04-22,83.5999984741211,83.66000366210938,81.97000122070312,82.54000091552734,79.27739715576172,5130300
2020-04-23,83.23999786376953,84.77999877929688,81.70999908447266,82.45999908447266,79.2005615234375,5807200
2020-04-24,84.12999725341797,84.77999877929688,81.30999755859375,83.16999816894531,79.88250732421875,9125400
2020-04-27,83.47000122070312,85.1500015258789,82.33999633789062,85.05999755859375,81.69778442382812,7785000
2020-04-28,87.55999755859375,88.95999908447266,86.20999908447266,88.19000244140625,84.70406341552734,7165900
2020-04-29,91.75,96.38999938964844,90.88999938964844,96.12000274658203,92.32061004638672,9396500
2020-04-30,93.75,94.30999755859375,91.16999816894531,91.25,87.64311218261719,6553700
2020-05-01,88.0999984741211,89.06999969482422,87.16000366210938,88.31999969482422,84.82893371582031,4620200
2020-05-04,86.08999633789062,87.37000274658203,85.0199966430664,86.37999725341797,82.96560668945312,4875400
2020-05-05,88.0,88.7300033569336,86.36000061035156,86.73999786376953,83.31136322021484,4410300
2020-05-06,87.48999786376953,87.76000213623047,83.86000061035156,84.0,80.67967987060547,4723400
2020-05-07,85.30000305175781,87.37000274658203,84.93000030517578,86.7300033569336,83.30177307128906,4627600
2020-05-08,88.5,89.66000366210938,87.55000305175781,89.5,85.9622802734375,3913100
2020-05-11,87.5,87.6500015258789,85.30000305175781,85.33000183105469,81.95710754394531,5917600
2020-05-12,86.0999984741211,87.26000213623047,83.0999984741211,83.13999938964844,79.8536605834961,5504900
2020-05-13,82.0,82.12999725341797,77.4000015258789,78.02999877929688,74.94566345214844,10681600
2020-05-14,76.91999816894531,83.9000015258789,76.0,83.80999755859375,80.49717712402344,10625100
2020-05-15,82.47000122070312,83.38999938964844,81.22000122070312,82.22000122070312,78.97003936767578,6618600
2020-05-18,86.72000122070312,89.0,85.91999816894531,88.41000366210938,84.91537475585938,7781700
2020-05-19,88.41999816894531,89.83999633789062,86.61000061035156,87.26000213623047,83.8108139038086,4920600
2020-05-20,89.18000030517578,91.33999633789062,88.7699966430664,90.7300033569336,87.14366912841797,5218500
2020-05-21,90.11000061035156,91.43000030517578,89.12000274658203,89.83000183105469,86.27922821044922,6241900
2020-05-22,89.70999908447266,89.94999694824219,88.20999908447266,89.33000183105469,85.79901123046875,3734500
2020-05-26,93.94000244140625,95.56999969482422,92.88999938964844,94.31999969482422,90.59175872802734,6559400
2020-05-27,100.0,101.69000244140625,96.80000305175781,101.2300033569336,97.2286148071289,11007700
2020-05-28,101.54000091552734,102.45999908447266,98.01000213623047,98.05999755859375,94.18392944335938,9268200
2020-05-29,95.5,97.11000061035156,94.66000366210938,95.06999969482422,91.31211853027344,7710900
2020-06-01,95.55999755859375,98.06999969482422,94.55999755859375,96.75,92.92572021484375,4269500
2020-06-02,98.5999984741211,100.48999786376953,98.16999816894531,99.06999969482422,95.15399932861328,5433800
2020-06-03,102.77999877929688,105.87000274658203,101.62999725341797,105.4000015258789,101.23379516601562,7301000
2020-06-04,103.47000122070312,107.43000030517578,103.2300033569336,106.54000091552734,102.3287353515625,5841600
2020-06-05,114.11000061035156,115.93000030517578,108.06999969482422,109.7300033569336,105.39263916015625,10097600
2020-06-08,111.91000366210938,113.70999908447266,110.63999938964844,113.66999816894531,109.1769027709961,6795200
2020-06-09,110.08000183105469,111.80000305175781,108.66999816894531,110.45999908447266,106.0937728881836,5517400
2020-06-10,110.0,110.33000183105469,105.95999908447266,106.16000366210938,101.9637451171875,5747400
2020-06-11,100.87000274658203,102.98999786376953,98.12999725341797,98.5999984741211,94.70259094238281,8601200
2020-06-12,103.20999908447266,103.5,98.08000183105469,101.68000030517578,97.66085052490234,7251100
2020-06-15,100.0,104.73999786376953,97.62000274658203,103.94999694824219,99.84109497070312,6472400
2020-06-16,109.0199966430664,109.05999755859375,102.86000061035156,105.62000274658203,101.44510650634766,6706000
2020-06-17,105.66999816894531,106.12000274658203,103.83000183105469,103.95999908447266,99.85072326660156,4408200
2020-06-18,102.13999938964844,103.48999786376953,101.2699966430664,102.16000366210938,98.12186431884766,3645700
2020-06-19,104.2300033569336,104.2300033569336,99.31999969482422,100.94000244140625,96.95008087158203,7589500
2020-06-22,98.0,100.5,97.94999694824219,99.44000244140625,95.50938415527344,4799900
2020-06-23,100.94000244140625,101.6500015258789,99.25,99.41999816894531,95.49017333984375,4364800
2020-06-24,97.6500015258789,98.2699966430664,95.0,95.4800033569336,91.70591735839844,5958300
2020-06-25,94.61000061035156,98.12000274658203,93.76000213623047,97.8499984741211,93.98220825195312,5195400
2020-06-26,95.93000030517578,96.30000305175781,92.44999694824219,93.41999816894531,89.72733306884766,10489400
2020-06-29,94.44000244140625,95.41000366210938,93.33999633789062,94.5199966430664,90.7838363647461,4962400
2020-06-30,94.16000366210938,95.5999984741211,93.56999969482422,95.19999694824219,91.43696594238281,4367100
2020-07-01,95.25,96.95999908447266,93.63999938964844,94.05000305175781,90.74229431152344,3301000
2020-07-02,96.7699966430664,97.29000091552734,93.8499984741211,94.33000183105469,91.01244354248047,4239700
2020-07-06,96.51000213623047,97.9000015258789,95.83999633789062,96.58000183105469,93.18331909179688,4059600
2020-07-07,95.44000244140625,95.5199966430664,92.62999725341797,93.01000213623047,89.7388687133789,5564200
2020-07-08,91.97000122070312,93.0999984741211,90.70999908447266,92.9000015258789,89.63274383544922,6382100
2020-07-09,92.51000213623047,93.20999908447266,89.58000183105469,90.56999969482422,87.38468170166016,4484500
2020-07-10,90.31999969482422,93.30999755859375,89.81999969482422,93.2300033569336,89.95113372802734,4400900
2020-07-13,94.23999786376953,95.76000213623047,92.77999877929688,93.55999755859375,90.26953125,4819700
2020-07-14,93.19000244140625,95.22000122070312,92.29000091552734,94.83999633789062,91.5045166015625,4044400
2020-07-15,96.66000366210938,97.77999877929688,96.38999938964844,97.36000061035156,93.9358901977539,5405600
2020-07-16,96.5,97.79000091552734,95.66999816894531,96.31999969482422,92.93244171142578,2666000
2020-07-17,96.3499984741211,96.52999877929688,95.01000213623047,95.18000030517578,91.83255004882812,2861600
2020-07-20,94.80000305175781,95.36000061035156,93.58000183105469,94.0,90.69404602050781,3560100
2020-07-21,95.25,97.45999908447266,94.7300033569336,96.33000183105469,92.94210815429688,4227100
2020-07-22,95.80999755859375,97.41000366210938,95.37999725341797,96.54000091552734,93.14472198486328,4360300
2020-07-23,95.51000213623047,97.77999877929688,95.51000213623047,96.66999816894531,93.27014923095703,4239800
2020-07-24,95.30000305175781,97.1500015258789,93.30000305175781,95.33000183105469,91.97726440429688,4790300
